year,county,pct_fair_poor_health,pct_smokers,pct_obesity,food_env_index,pct_excess_drinking,pct_uninsured,prim_care_phys_rate,mental_health_prov_rate,preventable_rate,pct_children_poverty,avg_daily_pm25,pct_severe_hous_prob,severe_hous_cost_burden,pct_overcrowding,pct_freq_ment_distress,pct_freq_phys_distress,pct_diabetes,pct_food_insecure,pct_limit_access_health_food,pct_drug_overdose_mortality,median_hh_income,pct_hs_complete,pct_some_college,pct_unemployed,pct_single_parent_hous,pct_under18,pct_over65,pct_nh_black,pct_ai_an,pct_asian,pct_nh_opi,pct_hispanic,pct_nh_white,pct_female,pct_rural
2021,Shasta,17,17,27,7.2,21,7,75,387,2890.0,17,5.0,23,19,3,15,14,12,14,9,19.0,61464,91.0,69,4.7,22,21.6,21.1,1.1,3.2,3.1,0.2,10.5,79.2,50.9,29.3
2021,Sierra,17,16,19,6.3,23,7,33,166,2310.0,18,6.5,18,18,0,15,13,7,11,28,0.0,55862,92.0,59,5.4,47,16.5,32.0,0.4,2.6,0.9,0.1,12.7,82.1,49.8,99.7
2021,Siskiyou,19,18,35,6.7,23,8,71,446,2659.0,26,4.9,20,17,3,15,14,10,16,10,14.0,45954,90.0,63,6.5,22,20.1,26.1,1.4,5.1,1.6,0.4,13.2,75.2,50.3,65.8
2021,Solano,17,14,29,8.5,20,6,84,386,3339.0,11,9.0,21,17,5,13,12,9,10,3,16.0,85704,88.0,64,3.7,26,22.0,16.3,13.7,1.3,16.2,1.0,27.3,37.2,50.2,3.7
2021,Sonoma,15,13,24,8.7,24,8,104,485,2599.0,8,4.6,23,18,5,13,12,8,9,4,16.0,87084,89.0,67,2.7,20,19.3,20.7,1.6,2.2,4.6,0.4,27.3,62.9,51.2,12.4
2021,Stanislaus,22,16,32,7.9,19,7,65,218,4480.0,17,12.6,24,18,7,15,15,10,12,5,14.0,62761,79.0,54,6.0,23,27.0,13.4,2.7,2.0,6.1,0.9,47.6,40.4,50.4,8.0
2021,Sutter,22,16,30,7.1,20,9,79,352,3919.0,17,8.1,21,14,7,15,15,13,14,11,11.0,60910,78.0,58,7.3,24,25.8,15.6,2.2,2.4,17.0,0.4,31.9,44.9,50.2,14.8
2021,Tehama,22,18,35,6.8,20,8,47,172,3837.0,24,4.7,21,17,5,16,16,11,16,10,7.0,51672,85.0,55,5.5,26,23.8,19.6,0.8,3.3,1.4,0.2,25.8,67.3,50.3,51.5
2021,Trinity,20,19,29,7.0,21,9,24,431,2132.0,25,5.4,23,19,2,16,15,10,16,7,0.0,43881,92.0,60,5.5,40,17.3,28.3,0.6,5.2,1.5,0.2,7.4,81.9,48.6,100.0
2021,Tulare,28,18,37,7.0,17,9,43,282,3923.0,26,14.7,27,19,10,16,17,11,16,8,9.0,56776,71.0,48,9.6,24,30.5,11.6,1.2,2.8,4.0,0.2,65.6,27.7,50.0,15.5
2021,Tuolumne,17,16,30,7.4,24,6,79,207,2220.0,15,9.0,20,16,3,14,13,8,13,10,19.0,64729,91.0,57,4.5,23,16.8,27.0,1.8,2.3,1.5,0.3,12.7,79.7,48.2,49.0
2021,Ventura,18,12,20,8.9,19,9,78,396,3067.0,11,9.6,23,18,7,12,12,9,8,3,16.0,91446,85.0,65,3.6,18,22.6,16.2,1.8,1.9,7.9,0.3,43.2,44.7,50.5,3.1
2021,Yolo,18,14,24,8.6,20,7,122,369,2454.0,13,6.3,24,19,5,13,13,8,11,2,11.0,70951,87.0,70,4.1,20,20.8,12.9,2.5,1.8,15.1,0.6,31.9,46.0,51.5,6.9
2021,Yuba,21,17,29,6.9,21,8,23,225,5032.0,19,8.6,22,15,7,15,15,13,14,12,18.0,56607,82.0,62,6.1,19,27.4,13.1,3.6,2.9,7.3,0.6,29.1,54.0,49.4,26.2
2020,Alameda,12,10,19,8.3,20,6,110,614,3298.0,10,10.4,24,18,7,10,9,7,12,1,10.0,101744,87.0,76,3.0,26,20.5,13.8,10.3,1.1,31.8,1.0,22.4,31.1,50.8,0.4
2020,Alpine,16,14,23,6.9,20,8,0,454,2480.0,35,5.6,23,21,3,14,13,7,14,12,0.0,55384,0.0,53,4.6,43,17.5,25.4,0.1,23.9,2.0,0.0,11.4,64.1,46.6,100.0
2020,Amador,13,11,30,8.2,21,6,67,229,3115.0,14,8.9,19,17,2,11,10,14,12,4,16.0,58515,88.0,61,4.0,28,15.0,27.0,2.5,2.3,1.7,0.3,14.4,77.4,45.6,60.4
2020,Butte,17,14,27,7.0,20,7,61,645,4656.0,20,8.9,23,20,3,13,13,10,16,7,26.0,50945,85.0,69,5.0,32,20.0,18.6,1.5,2.5,4.9,0.3,16.7,71.6,50.6,18.9
2020,Calaveras,12,11,31,8.2,20,7,44,164,3050.0,18,9.0,20,18,2,12,10,12,12,3,17.0,62984,90.0,57,4.0,38,16.9,27.5,0.8,1.9,1.7,0.3,12.4,80.7,50.2,75.4
2020,Colusa,19,12,41,8.2,20,11,32,176,3534.0,14,8.7,18,10,8,12,12,21,12,3,0.0,57249,89.0,49,12.9,30,27.3,14.6,1.0,2.8,1.7,0.6,60.3,34.3,48.9,31.7
2020,Contra Costa,12,10,24,8.5,20,6,103,339,3379.0,9,11.6,21,17,5,11,9,9,10,3,12.0,101463,88.0,71,3.2,26,22.6,15.8,8.7,1.0,18.0,0.6,25.8,43.2,51.1,0.8
2020,Del Norte,18,15,34,6.4,20,6,62,406,2869.0,27,8.5,22,18,4,14,13,10,16,14,13.0,48518,81.0,44,5.5,34,21.0,18.0,3.3,9.3,3.1,0.2,20.0,62.4,45.4,33.7
2020,El Dorado,12,11,23,8.2,22,5,81,331,3277.0,9,9.3,19,17,2,11,10,8,11,6,19.0,81869,89.0,71,3.6,21,19.8,21.2,0.9,1.3,4.7,0.2,12.9,77.6,50.1,34.7
2020,Fresno,24,13,31,7.7,17,9,67,347,4172.0,30,15.3,28,20,9,13,13,11,14,4,13.0,52318,81.0,55,7.5,41,28.3,12.3,4.6,3.0,11.0,0.3,53.5,29.0,50.1,10.8
2020,Glenn,18,13,32,8.0,20,11,18,114,5716.0,19,9.1,23,18,6,13,12,10,13,4,12.0,47365,82.0,45,6.5,28,26.6,15.9,0.8,3.2,3.1,0.2,42.3,50.8,49.2,40.9
2020,Humboldt,16,14,29,7.1,21,9,69,452,2855.0,23,8.8,25,21,4,14,12,9,16,6,32.0,49471,84.0,67,3.6,39,19.2,17.9,1.2,6.3,2.9,0.3,11.8,74.1,50.2,29.8
2020,Imperial,25,13,35,7.2,17,8,24,140,3679.0,30,13.5,27,19,10,13,14,9,14,9,18.0,46633,85.0,52,18.1,37,28.5,13.0,2.5,2.5,2.1,0.2,84.6,10.4,48.7,17.4
2020,Inyo,15,12,28,7.5,20,9,111,461,2288.0,15,7.3,17,13,2,12,11,9,11,12,33.0,53793,40.0,60,3.9,27,20.5,23.4,1.0,13.5,1.6,0.2,22.7,61.8,49.7,46.4
2020,Kern,23,15,32,7.7,18,9,49,189,4914.0,27,19.7,25,17,9,13,13,9,13,5,25.0,51586,86.0,46,8.0,36,28.9,11.0,5.2,2.6,5.4,0.3,54.0,33.5,48.7,10.2
2020,Kings,21,14,29,7.8,21,9,40,202,4781.0,23,16.7,24,16,9,13,13,10,13,5,10.0,58255,80.0,51,7.7,36,27.1,10.3,6.1,3.2,4.5,0.3,55.0,31.8,45.0,10.9
2020,Lake,18,14,25,7.0,19,9,45,362,3379.0,26,6.9,24,22,3,14,13,13,16,9,47.0,45086,78.0,49,5.2,39,21.0,22.7,1.8,4.4,1.4,0.3,21.3,69.7,50.1,33.1
2020,Lassen,15,14,41,7.5,24,5,32,305,4434.0,16,7.4,16,14,2,12,11,20,14,7,24.0,57705,86.0,37,4.8,28,17.1,15.2,7.9,4.3,1.6,0.9,19.2,65.1,37.8,70.5
2020,Los Angeles,16,11,22,8.5,19,10,73,342,4346.0,20,14.2,33,24,12,11,11,8,11,2,9.0,67986,82.0,63,4.7,35,21.7,13.6,8.0,1.4,15.4,0.4,48.6,26.1,50.7,0.6
2020,Madera,23,13,36,7.7,20,10,44,163,3584.0,29,14.0,25,17,9,14,13,12,11,9,10.0,53632,83.0,45,7.0,32,27.5,14.0,3.3,4.4,2.5,0.3,58.3,33.7,51.8,32.9
2020,Marin,11,10,17,8.8,20,5,148,756,2012.0,6,10.3,22,19,4,11,9,5,10,2,14.0,122933,87.0,76,2.4,24,20.0,22.3,2.5,1.0,6.5,0.3,16.1,71.5,51.1,6.5
2020,Mariposa,14,12,24,7.5,19,8,34,280,3317.0,23,9.2,20,17,2,12,11,7,14,6,0.0,51402,86.0,60,5.3,31,16.2,27.9,1.2,3.4,1.7,0.2,11.6,79.7,49.0,100.0
2020,Mendocino,17,13,32,7.6,19,11,90,642,2743.0,26,8.8,28,23,5,13,12,8,14,7,33.0,51386,84.0,57,3.9,42,21.4,22.1,0.8,6.3,2.2,0.3,25.6,64.7,50.5,45.2
2020,Merced,23,14,28,7.6,19,9,44,173,5413.0,29,12.0,25,18,9,14,14,14,13,7,14.0,56169,88.0,48,8.3,37,29.3,11.2,3.0,2.5,7.9,0.4,60.2,27.1,49.5,14.3
2020,Modoc,16,14,28,6.8,18,11,68,365,3131.0,27,6.6,16,15,2,14,12,19,16,12,0.0,45227,86.0,49,7.5,23,19.5,26.9,1.0,5.0,1.3,0.3,14.2,77.7,50.0,70.0
2020,Mono,14,12,25,7.4,23,10,64,196,2685.0,12,6.1,14,11,2,11,10,6,11,15,0.0,66499,36.0,62,3.8,22,18.3,15.8,0.7,3.0,2.2,0.3,27.6,65.3,46.9,45.8
2020,Monterey,22,12,28,8.6,19,11,60,360,3224.0,19,6.7,30,19,13,12,13,8,10,3,11.0,69665,85.0,47,6.3,33,26.1,13.6,2.6,2.6,6.8,0.6,59.1,29.6,49.1,9.8
2020,Napa,14,10,24,9.0,20,9,96,549,2743.0,9,10.6,22,16,6,11,10,9,8,2,10.0,85624,87.0,64,2.9,28,20.7,19.1,2.1,1.3,8.8,0.4,34.5,52.0,50.2,13.4
2020,Nevada,12,12,22,7.8,21,7,70,799,2300.0,14,8.1,21,18,2,12,10,6,12,7,17.0,66681,50.0,73,3.5,29,17.1,27.5,0.5,1.3,1.4,0.2,9.7,84.9,50.9,42.1
2020,Orange,14,9,19,8.9,20,8,97,267,3107.0,13,10.6,27,20,9,10,9,9,9,1,13.0,89373,89.0,70,2.9,25,21.9,14.8,1.6,1.0,21.4,0.4,34.2,40.1,50.6,0.1
2020,Placer,11,10,21,8.5,20,4,124,299,2264.0,7,10.5,18,16,2,11,9,7,10,3,11.0,89175,90.0,78,3.2,20,22.2,19.6,1.6,1.1,8.0,0.3,14.3,72.1,51.1,13.8
2020,Plumas,14,11,27,7.6,19,7,85,282,3349.0,20,9.9,18,16,2,12,11,11,16,2,0.0,55079,81.0,71,7.5,35,16.9,28.4,1.0,3.1,1.2,0.1,9.2,83.4,50.2,74.0
2020,Riverside,17,12,27,8.3,20,9,43,206,3750.0,17,14.8,26,20,7,13,12,9,9,7,17.0,66793,89.0,55,4.4,30,25.1,14.4,6.2,1.9,7.1,0.4,49.6,34.7,50.2,4.6
2020,Sacramento,16,12,29,7.6,20,6,85,374,3917.0,21,9.1,23,19,5,12,11,10,14,4,15.0,69475,81.0,67,3.8,33,23.6,14.1,9.8,1.5,16.9,1.3,23.4,44.2,51.1,2.1
2020,San Benito,17,11,32,9.4,21,8,32,109,3669.0,12,6.2,24,16,8,11,11,9,6,3,10.0,80063,90.0,58,5.1,31,25.7,12.9,0.9,3.1,3.6,0.4,60.6,33.5,49.9,24.0
2020,San Bernardino,20,13,29,8.1,19,8,58,227,4585.0,21,14.9,27,20,9,12,12,9,10,8,9.0,63310,83.0,55,4.0,36,26.4,11.6,8.1,2.1,7.8,0.5,54.0,27.9,50.2,4.7
2020,San Diego,14,11,20,8.4,22,8,80,371,3121.0,15,10.4,25,20,6,11,11,7,11,3,14.0,78777,81.0,72,3.3,29,21.6,14.0,4.7,1.3,12.6,0.6,34.0,45.2,49.7,3.3
2020,San Francisco,11,10,18,8.2,23,5,154,900,3213.0,11,9.8,25,18,6,10,9,7,13,0,23.0,110601,71.0,87,2.4,25,13.4,15.7,5.0,0.7,35.9,0.5,15.2,40.3,49.0,0.0
2020,San Joaquin,17,12,33,7.9,20,8,58,238,3961.0,21,11.9,25,19,7,12,11,10,13,5,17.0,63567,82.0,51,6.0,33,27.1,12.7,7.1,2.0,17.0,0.8,41.9,31.0,50.2,8.5
2020,San Luis Obispo,13,11,26,8.1,20,7,83,601,2270.0,11,10.5,22,19,4,12,10,8,12,4,16.0,70626,92.0,70,2.9,26,17.6,20.1,1.7,1.4,4.0,0.2,22.8,68.6,49.3,16.6
2020,San Mateo,12,9,21,9.1,19,5,106,376,2135.0,7,9.2,24,18,8,9,8,8,8,1,9.0,122930,88.0,78,2.2,21,20.6,16.1,2.3,0.9,30.1,1.5,24.3,38.9,50.6,1.9
2020,Santa Barbara,17,11,25,8.6,21,11,76,525,2161.0,15,10.2,29,21,10,12,11,9,10,3,15.0,75646,87.0,59,3.9,32,22.1,15.3,1.8,2.2,6.0,0.3,45.8,44.1,50.0,5.0
2020,Santa Clara,12,8,19,8.9,17,5,104,348,2977.0,7,8.9,23,16,8,9,8,8,9,1,8.0,125933,85.0,78,2.6,22,21.9,13.5,2.4,1.2,38.3,0.5,25.3,31.0,49.4,1.1
2020,Santa Cruz,15,11,19,8.3,23,7,100,761,2792.0,15,7.5,27,21,7,12,11,7,11,4,16.0,84213,82.0,67,4.9,29,19.3,16.5,1.0,1.9,5.2,0.2,34.1,56.9,50.5,12.0
2020,Shasta,14,14,24,6.9,19,7,72,340,3393.0,18,8.4,22,19,3,13,12,11,16,9,19.0,53908,87.0,68,4.9,33,21.4,20.9,1.1,3.2,3.1,0.2,10.3,79.6,50.9,29.3
2020,Sierra,14,12,25,5.8,18,8,33,167,3101.0,18,6.7,11,10,0,12,11,7,13,28,0.0,52308,100.0,54,6.0,39,16.1,31.6,0.5,2.5,0.7,0.1,12.1,82.8,49.4,99.7
2020,Siskiyou,16,14,32,6.6,18,9,75,439,3256.0,24,9.6,21,18,3,14,12,13,17,10,22.0,47560,80.0,62,6.7,35,20.1,25.5,1.3,5.1,1.6,0.4,12.9,75.7,50.3,65.8
2020,Solano,15,12,30,8.0,20,6,81,376,3456.0,10,11.0,21,18,5,11,10,10,13,3,14.0,82808,81.0,65,3.9,35,22.1,15.8,13.7,1.3,16.2,1.0,26.9,37.6,50.3,3.7
2020,Sonoma,14,10,22,8.5,22,8,102,460,2710.0,12,10.1,23,19,5,12,10,7,10,4,14.0,81002,81.0,66,2.7,30,19.6,19.7,1.6,2.2,4.6,0.4,27.2,63.1,51.2,12.4
2020,Stanislaus,18,13,31,8.0,21,7,66,211,4613.0,21,12.3,24,18,7,13,12,11,12,5,13.0,59616,84.0,53,6.4,32,27.1,13.2,2.7,2.0,6.1,0.9,47.0,41.1,50.5,8.0
2020,Sutter,17,12,32,7.0,19,9,76,334,4285.0,18,9.4,21,15,7,12,11,10,14,11,12.0,57879,83.0,57,7.5,31,25.9,15.4,2.2,2.4,17.0,0.4,31.5,45.3,50.2,14.8
2020,Tehama,18,14,28,7.1,19,8,47,181,3433.0,24,8.7,20,16,5,14,13,10,14,10,9.0,47572,88.0,53,5.7,35,24.0,19.4,0.7,3.4,1.4,0.2,25.7,67.6,50.3,51.5
2020,Trinity,16,15,34,7.0,18,9,24,415,2912.0,31,7.8,24,18,4,14,13,8,17,7,0.0,40680,74.0,60,5.7,39,17.1,27.3,0.5,5.2,1.4,0.2,7.5,81.8,48.6,100.0
2020,Tulare,26,14,37,7.5,18,9,42,267,4469.0,29,17.8,27,19,10,15,15,9,13,8,9.0,48763,86.0,46,9.6,36,30.7,11.4,1.2,2.8,4.0,0.2,65.2,28.1,50.0,15.5
2020,Tuolumne,13,11,33,7.2,21,6,85,193,2464.0,17,8.9,21,17,3,12,11,10,14,10,21.0,56500,86.0,58,4.6,31,16.8,26.2,1.9,2.3,1.4,0.3,12.7,79.8,48.1,49.0
2020,Ventura,15,11,21,9.0,19,9,76,373,3359.0,12,11.2,24,18,7,11,10,9,8,3,15.0,84170,86.0,64,3.8,27,22.9,15.6,1.8,1.9,7.9,0.3,43.0,45.0,50.5,3.1
2020,Yolo,16,11,24,8.0,21,6,123,353,2878.0,15,9.8,23,20,5,12,11,6,13,2,12.0,67804,87.0,70,4.2,26,21.0,12.5,2.5,1.8,15.0,0.6,31.9,46.3,51.6,6.9
2020,Yuba,16,14,34,6.8,21,7,25,210,4921.0,22,9.6,23,16,8,13,12,12,15,12,20.0,47504,75.0,60,6.4,33,27.6,12.8,3.5,2.9,7.5,0.5,28.7,54.3,49.4,26.2
